image_path,gender
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/231.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/231.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/232.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/232.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/234.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/234.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/235.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/235.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/236.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/237.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/237.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/238.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/238.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/239.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/240.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/241.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/242.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/242.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/243.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/243.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/244.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/245.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/245.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/246.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/246.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/247.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/247.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/249.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/250.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/250.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/251.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/252.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/252.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/253.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/254.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/255.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/255.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/256.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/256.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/257.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/257.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/258.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/258.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/260.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/260.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/261.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/261.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/262.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/262.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/263.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/263.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/264.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/264.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/265.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/265.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/266.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/266.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/267.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/267.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/268.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/269.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/269.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/270.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/271.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/272.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/272.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/273.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/273.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/274.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/274.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/275.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/276.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/276.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/277.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/277.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/278.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/278.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/279.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/279.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/280.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/281.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/281.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/282.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/282.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/283.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/283.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/284.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/285.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/285.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/286.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/286.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/287.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/287.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/288.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/289.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/290.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/292.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/292.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/293.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/293.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/294.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/295.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/295.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/296.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/297.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/298.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/298.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/299.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/299.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/300.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/301.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/301.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/302.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/303.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/304.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/305.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/305.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/306.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/306.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/307.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/307.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/308.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/308.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/309.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/310.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/311.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/312.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/313.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/313.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/314.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/314.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/315.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/315.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/316.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/317.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/317.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/318.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/318.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/319.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/319.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/320.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/320.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/322.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/322.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/323.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/324.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/325.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/325.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/326.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/326.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/327.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/327.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/328.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/328.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/330.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/330.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/331.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/331.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/332.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/333.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/334.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/334.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/335.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/335.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/336.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/336.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/337.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/337.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/338.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/338.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/339.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/339.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/340.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/341.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/341.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/342.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/342.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/343.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/343.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/344.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/345.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/345.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/346.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/346.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/347.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/347.jpg,female
